#Pass ID: 20250111_234016_TY-39
#Satellite: TY-39
#Configuration: TY-39
#almurnet v.1.7.20230919.trace
#Start time: 2025-01-11 23:40:15

#Version: 2.2.20231116
#Station: PPK-1
#Location: 158.6 lon 53.06666 lat
#TLE: 1 51832U 22019J   25010.91040954  .00003368  00000+0  17400-3 0  9997
#TLE: 2 51832  97.4109  81.2067 0007776 249.7349 110.3049 15.16937468158529

#Time	Az	El	Level	Level2	SNR	BER	BlckErr	Temp	State
2025-01-11 23:40:15.25	21.16	7.89	-65.5	-70.5	3.3	0.00e+00	0	45	0
2025-01-11 23:40:16.15	21.21	7.97	-64.9	-69.0	3.7	0.00e+00	0	45	104
2025-01-11 23:40:17.14	21.26	8.06	-64.0	-67.9	3.4	0.00e+00	0	46	104
2025-01-11 23:40:18.05	21.31	8.15	-63.5	-67.3	3.4	0.00e+00	0	46	104
2025-01-11 23:40:19.03	21.37	8.24	-64.0	-68.4	3.3	0.00e+00	0	46	104
2025-01-11 23:40:19.94	21.42	8.32	-64.0	-68.3	3.4	0.00e+00	0	46	104
2025-01-11 23:40:20.93	21.47	8.41	-65.2	-70.1	3.7	0.00e+00	0	46	104
2025-01-11 23:40:21.84	21.52	8.49	-65.0	-69.1	3.4	0.00e+00	0	46	104
2025-01-11 23:40:22.83	21.58	8.59	-64.6	-68.6	3.7	0.00e+00	0	47	104
2025-01-11 23:40:23.74	21.63	8.67	-65.9	-70.8	3.4	0.00e+00	0	47	104
2025-01-11 23:40:24.73	21.69	8.76	-66.7	-72.4	3.6	0.00e+00	0	47	104
2025-01-11 23:40:25.64	21.74	8.85	-67.0	-72.8	3.6	0.00e+00	0	47	104
2025-01-11 23:40:26.63	21.80	8.94	-67.1	-73.1	3.6	0.00e+00	0	47	104
2025-01-11 23:40:27.53	21.85	9.03	-67.2	-73.3	3.7	0.00e+00	0	47	104
2025-01-11 23:40:28.52	21.91	9.12	-67.2	-73.3	3.6	0.00e+00	0	48	104
2025-01-11 23:40:29.43	21.96	9.21	-67.2	-73.3	3.7	0.00e+00	0	48	104
2025-01-11 23:40:30.42	22.02	9.30	-67.1	-73.1	3.6	0.00e+00	0	48	104
2025-01-11 23:40:31.32	22.07	9.39	-67.1	-72.9	3.6	0.00e+00	0	48	104
2025-01-11 23:40:32.32	22.13	9.49	-67.0	-72.7	3.7	0.00e+00	0	48	104
